 30-06-26,00:00:32,1.020050E+2
 30-06-26,00:01:33,1.020050E+2
 30-06-26,00:02:33,1.020050E+2
 30-06-26,00:03:33,1.020050E+2
 30-06-26,00:04:33,1.020050E+2
 30-06-26,00:05:33,1.020050E+2
 30-06-26,00:06:33,1.020050E+2
 30-06-26,00:07:33,1.020050E+2
 30-06-26,00:08:33,1.020050E+2
 30-06-26,00:09:33,1.020050E+2
 30-06-26,00:10:33,1.020050E+2
 30-06-26,00:11:33,1.020050E+2
 30-06-26,00:12:33,1.020050E+2
 30-06-26,00:13:34,1.020050E+2
 30-06-26,00:14:34,1.020050E+2
 30-06-26,00:15:34,1.020050E+2
 30-06-26,00:16:34,1.020050E+2
 30-06-26,00:17:34,1.020050E+2
 30-06-26,00:18:34,1.020050E+2
 30-06-26,00:19:34,1.020050E+2
 30-06-26,00:20:34,1.020050E+2
 30-06-26,00:21:34,1.020050E+2
 30-06-26,00:22:34,1.020050E+2
 30-06-26,00:23:34,1.020050E+2
 30-06-26,00:24:34,1.020050E+2
 30-06-26,00:25:34,1.020050E+2
 30-06-26,00:26:34,1.020050E+2
 30-06-26,00:27:35,1.020050E+2
 30-06-26,00:28:35,1.020050E+2
 30-06-26,00:29:35,1.020050E+2
 30-06-26,00:30:35,1.020050E+2
 30-06-26,00:31:35,1.020050E+2
 30-06-26,00:32:35,1.020050E+2
 30-06-26,00:33:35,1.020050E+2
 30-06-26,00:34:35,1.020050E+2
 30-06-26,00:35:35,1.020050E+2
 30-06-26,00:36:36,1.020050E+2
 30-06-26,00:37:36,1.020050E+2
 30-06-26,00:38:36,1.020050E+2
 30-06-26,00:39:36,1.020050E+2
 30-06-26,00:40:36,1.020050E+2
 30-06-26,00:41:36,1.020050E+2
 30-06-26,00:42:36,1.020050E+2
 30-06-26,00:43:36,1.020050E+2
 30-06-26,00:44:36,1.020050E+2
 30-06-26,00:45:36,1.020050E+2
 30-06-26,00:46:36,1.020050E+2
 30-06-26,00:47:37,1.020050E+2
 30-06-26,00:48:37,1.020050E+2
 30-06-26,00:49:37,1.020050E+2
 30-06-26,00:50:37,1.020050E+2
 30-06-26,00:51:37,1.020050E+2
 30-06-26,00:52:37,1.020050E+2
 30-06-26,00:53:37,1.020050E+2
 30-06-26,00:54:37,1.020050E+2
 30-06-26,00:55:37,1.020050E+2
 30-06-26,00:56:37,1.020050E+2
 30-06-26,00:57:38,1.020050E+2
 30-06-26,00:58:38,1.020050E+2
 30-06-26,00:59:38,1.020050E+2
 30-06-26,01:00:38,1.020050E+2
 30-06-26,01:01:38,1.020050E+2
 30-06-26,01:02:38,1.020050E+2
 30-06-26,01:03:38,1.020050E+2
 30-06-26,01:04:38,1.020050E+2
 30-06-26,01:05:38,1.020050E+2
