27-06-26,00:00:02,2.666004e+02
27-06-26,00:00:12,2.666004e+02
27-06-26,00:00:22,2.666004e+02
27-06-26,00:00:32,2.666004e+02
27-06-26,00:00:42,2.666004e+02
27-06-26,00:00:52,2.666767e+02
27-06-26,00:01:02,2.666767e+02
27-06-26,00:01:12,2.666767e+02
27-06-26,00:01:22,2.666767e+02
27-06-26,00:01:32,2.666767e+02
27-06-26,00:01:42,2.666767e+02
27-06-26,00:01:52,2.667703e+02
27-06-26,00:02:02,2.667703e+02
27-06-26,00:02:12,2.667703e+02
27-06-26,00:02:22,2.667703e+02
27-06-26,00:02:32,2.667703e+02
27-06-26,00:02:42,2.667703e+02
27-06-26,00:02:52,2.668761e+02
27-06-26,00:03:02,2.668761e+02
27-06-26,00:03:12,2.668761e+02
27-06-26,00:03:22,2.668761e+02
27-06-26,00:03:32,2.668761e+02
27-06-26,00:03:42,2.668761e+02
27-06-26,00:03:52,2.669623e+02
27-06-26,00:04:02,2.669623e+02
27-06-26,00:04:12,2.669623e+02
27-06-26,00:04:22,2.669623e+02
27-06-26,00:04:32,2.669623e+02
27-06-26,00:04:42,2.669623e+02
27-06-26,00:04:52,2.670731e+02
27-06-26,00:05:02,2.670731e+02
27-06-26,00:05:12,2.670731e+02
27-06-26,00:05:22,2.670731e+02
27-06-26,00:05:32,2.670731e+02
27-06-26,00:05:42,2.670731e+02
27-06-26,00:05:52,2.671568e+02
27-06-26,00:06:02,2.671568e+02
27-06-26,00:06:12,2.671568e+02
27-06-26,00:06:22,2.671568e+02
27-06-26,00:06:32,2.671568e+02
27-06-26,00:06:42,2.671568e+02
27-06-26,00:06:52,2.672602e+02
27-06-26,00:07:02,2.672602e+02
27-06-26,00:07:12,2.672602e+02
27-06-26,00:07:22,2.672602e+02
27-06-26,00:07:32,2.672602e+02
27-06-26,00:07:42,2.672602e+02
27-06-26,00:07:52,2.673513e+02
27-06-26,00:08:02,2.673513e+02
27-06-26,00:08:12,2.673513e+02
27-06-26,00:08:22,2.673513e+02
27-06-26,00:08:32,2.673513e+02
27-06-26,00:08:42,2.673513e+02
27-06-26,00:08:52,2.674153e+02
27-06-26,00:09:02,2.674153e+02
27-06-26,00:09:12,2.674153e+02
27-06-26,00:09:22,2.674153e+02
27-06-26,00:09:32,2.674153e+02
27-06-26,00:09:42,2.674153e+02
27-06-26,00:09:52,2.675237e+02
27-06-26,00:10:02,2.675237e+02
27-06-26,00:10:12,2.675237e+02
27-06-26,00:10:22,2.675237e+02
27-06-26,00:10:32,2.675237e+02
27-06-26,00:10:42,2.675237e+02
27-06-26,00:10:52,2.676025e+02
27-06-26,00:11:02,2.676025e+02
27-06-26,00:11:12,2.676025e+02
27-06-26,00:11:22,2.676025e+02
27-06-26,00:11:32,2.676025e+02
27-06-26,00:11:42,2.676025e+02
27-06-26,00:11:52,2.677231e+02
27-06-26,00:12:02,2.677231e+02
27-06-26,00:12:12,2.677231e+02
27-06-26,00:12:22,2.677231e+02
27-06-26,00:12:32,2.677231e+02
27-06-26,00:12:42,2.677231e+02
27-06-26,00:12:52,2.678019e+02
27-06-26,00:13:02,2.678019e+02
27-06-26,00:13:12,2.678019e+02
27-06-26,00:13:22,2.678019e+02
27-06-26,00:13:32,2.678019e+02
27-06-26,00:13:42,2.678019e+02
27-06-26,00:13:52,2.679004e+02
