27-06-26,00:00:02,CH1,P1  ,0, 2.00E-2,4,1,CH2,P2  ,1, 4.22E-1,0,1,CH3,P3  ,1,-6.00E+0,0,1,CH4,P4  ,1, 3.49E+2,0,1,CH5,P5  ,1, 7.15E+2,0,1,CH6,P6,1, 1.05E+3,0,1,
27-06-26,00:01:02,CH1,P1  ,0, 2.00E-2,4,1,CH2,P2  ,1, 4.22E-1,0,1,CH3,P3  ,1,-6.00E+0,0,1,CH4,P4  ,1, 3.49E+2,0,1,CH5,P5  ,1, 7.13E+2,0,1,CH6,P6,1, 1.05E+3,0,1,
27-06-26,00:02:04,CH1,P1  ,0, 2.00E-2,4,1,CH2,P2  ,1, 4.23E-1,0,1,CH3,P3  ,1,-6.00E+0,0,1,CH4,P4  ,1, 3.49E+2,0,1,CH5,P5  ,1, 7.14E+2,0,1,CH6,P6,1, 1.05E+3,0,1,
27-06-26,00:03:04,CH1,P1  ,0, 2.00E-2,4,1,CH2,P2  ,1, 4.23E-1,0,1,CH3,P3  ,1,-6.00E+0,0,1,CH4,P4  ,1, 3.49E+2,0,1,CH5,P5  ,1, 7.14E+2,0,1,CH6,P6,1, 1.05E+3,0,1,
27-06-26,00:04:06,CH1,P1  ,0, 2.00E-2,4,1,CH2,P2  ,1, 4.23E-1,0,1,CH3,P3  ,1,-6.00E+0,0,1,CH4,P4  ,1, 3.49E+2,0,1,CH5,P5  ,1, 7.14E+2,0,1,CH6,P6,1, 1.05E+3,0,1,
27-06-26,00:05:06,CH1,P1  ,0, 2.00E-2,4,1,CH2,P2  ,1, 4.23E-1,0,1,CH3,P3  ,1,-6.00E+0,0,1,CH4,P4  ,1, 3.49E+2,0,1,CH5,P5  ,1, 7.13E+2,0,1,CH6,P6,1, 1.05E+3,0,1,
27-06-26,00:06:08,CH1,P1  ,0, 2.00E-2,4,1,CH2,P2  ,1, 4.23E-1,0,1,CH3,P3  ,1,-6.00E+0,0,1,CH4,P4  ,1, 3.49E+2,0,1,CH5,P5  ,1, 7.14E+2,0,1,CH6,P6,1, 1.05E+3,0,1,
27-06-26,00:07:08,CH1,P1  ,0, 2.00E-2,4,1,CH2,P2  ,1, 4.23E-1,0,1,CH3,P3  ,1,-6.00E+0,0,1,CH4,P4  ,1, 3.49E+2,0,1,CH5,P5  ,1, 7.15E+2,0,1,CH6,P6,1, 1.05E+3,0,1,
27-06-26,00:08:10,CH1,P1  ,0, 2.00E-2,4,1,CH2,P2  ,1, 4.23E-1,0,1,CH3,P3  ,1,-6.00E+0,0,1,CH4,P4  ,1, 3.49E+2,0,1,CH5,P5  ,1, 7.13E+2,0,1,CH6,P6,1, 1.05E+3,0,1,
27-06-26,00:09:10,CH1,P1  ,0, 2.00E-2,4,1,CH2,P2  ,1, 4.23E-1,0,1,CH3,P3  ,1,-6.00E+0,0,1,CH4,P4  ,1, 3.49E+2,0,1,CH5,P5  ,1, 7.14E+2,0,1,CH6,P6,1, 1.05E+3,0,1,
27-06-26,00:10:12,CH1,P1  ,0, 2.00E-2,4,1,CH2,P2  ,1, 4.23E-1,0,1,CH3,P3  ,1,-6.00E+0,0,1,CH4,P4  ,1, 3.49E+2,0,1,CH5,P5  ,1, 7.14E+2,0,1,CH6,P6,1, 1.05E+3,0,1,
