 20-06-26,00:00:43,7.765900E+2
 20-06-26,00:01:43,7.769500E+2
 20-06-26,00:02:43,7.769500E+2
 20-06-26,00:03:44,7.830700E+2
 20-06-26,00:04:44,7.757700E+2
 20-06-26,00:05:44,7.757700E+2
 20-06-26,00:06:44,7.768300E+2
 20-06-26,00:07:44,7.780000E+2
 20-06-26,00:08:44,7.780000E+2
 20-06-26,00:09:44,7.756400E+2
 20-06-26,00:10:44,7.726900E+2
 20-06-26,00:11:44,7.726900E+2
 20-06-26,00:12:44,7.733500E+2
 20-06-26,00:13:44,7.696300E+2
 20-06-26,00:14:44,7.696300E+2
 20-06-26,00:15:45,7.714800E+2
 20-06-26,00:16:45,7.774000E+2
 20-06-26,00:17:45,7.774000E+2
 20-06-26,00:18:45,7.770400E+2
 20-06-26,00:19:45,7.769800E+2
 20-06-26,00:20:45,7.769800E+2
 20-06-26,00:21:45,7.773400E+2
 20-06-26,00:22:45,7.747600E+2
 20-06-26,00:23:45,7.747600E+2
 20-06-26,00:24:45,7.779100E+2
 20-06-26,00:25:45,7.804700E+2
 20-06-26,00:26:45,7.750800E+2
 20-06-26,00:27:45,7.750800E+2
 20-06-26,00:28:45,7.771800E+2
 20-06-26,00:29:45,7.756600E+2
 20-06-26,00:30:45,7.756600E+2
 20-06-26,00:31:46,7.772000E+2
 20-06-26,00:32:46,7.770100E+2
 20-06-26,00:33:46,7.770100E+2
 20-06-26,00:34:46,7.778600E+2
 20-06-26,00:35:46,7.766100E+2
 20-06-26,00:36:46,7.766100E+2
 20-06-26,00:37:46,7.742400E+2
 20-06-26,00:38:46,7.770900E+2
 20-06-26,00:39:46,7.770900E+2
 20-06-26,00:40:46,7.768100E+2
 20-06-26,00:41:46,7.734500E+2
 20-06-26,00:42:46,7.734500E+2
 20-06-26,00:43:46,7.710100E+2
 20-06-26,00:44:46,7.750600E+2
 20-06-26,00:45:46,7.750600E+2
 20-06-26,00:46:47,7.725200E+2
 20-06-26,00:47:47,7.759700E+2
 20-06-26,00:48:47,7.759700E+2
 20-06-26,00:49:47,7.800300E+2
 20-06-26,00:50:47,7.759500E+2
 20-06-26,00:51:47,7.759500E+2
 20-06-26,00:52:47,7.759400E+2
 20-06-26,00:53:47,7.776600E+2
 20-06-26,00:54:47,7.776600E+2
 20-06-26,00:55:47,7.703300E+2
 20-06-26,00:56:47,7.746700E+2
 20-06-26,00:57:47,7.746700E+2
 20-06-26,00:58:48,7.765000E+2
 20-06-26,00:59:48,7.751100E+2
 20-06-26,01:00:48,7.751100E+2
